Número del comprobante,Fecha,Descripción,Código de cuenta,Débito,Crédito,Detalle de la línea
CA-202606-0036,2026-06-10,Pago administración junio — Carrera 75 # 86-74 Of. 1104,111005,,680000,Transferencia a la copropiedad
CA-202606-0041,2026-06-10,Pago administración junio — Carrera 67 # 27-60 Bodega 5,28150510,300000,,Cuota de administración
CA-202606-0041,2026-06-10,Pago administración junio — Carrera 67 # 27-60 Bodega 5,111005,,300000,Transferencia a la copropiedad
CA-202606-0042,2026-06-10,Pago administración junio — Carrera 28 # 5-19 Apto 1003,28150510,580000,,Cuota de administración
CA-202606-0042,2026-06-10,Pago administración junio — Carrera 28 # 5-19 Apto 1003,111005,,580000,Transferencia a la copropiedad
CA-202606-0048,2026-06-10,Pago administración junio — Calle 39 # 85-82 Local 17,28150510,250000,,Cuota de administración
CA-202606-0048,2026-06-10,Pago administración junio — Calle 39 # 85-82 Local 17,111005,,250000,Transferencia a la copropiedad
CA-202606-0049,2026-06-10,Pago administración junio — Diagonal 64B # 16-66 Apto 604,28150510,260000,,Cuota de administración
CA-202606-0049,2026-06-10,Pago administración junio — Diagonal 64B # 16-66 Apto 604,111005,,260000,Transferencia a la copropiedad
CA-202606-0062,2026-06-10,Pago administración junio — Carrera 52 # 95-89 Apto 104,28150510,300000,,Cuota de administración
CA-202606-0062,2026-06-10,Pago administración junio — Carrera 52 # 95-89 Apto 104,111005,,300000,Transferencia a la copropiedad
RC-202606-0043,2026-06-11,Recaudo canon junio — Calle 48 # 53-65 Apto 1104,111005,3920000,,Pago de Mateo Muñoz
RC-202606-0043,2026-06-11,Recaudo canon junio — Calle 48 # 53-65 Apto 1104,28150505,,3650000,Canon
RC-202606-0043,2026-06-11,Recaudo canon junio — Calle 48 # 53-65 Apto 1104,28150510,,270000,Cuota de administración
CI-202606-0043,2026-06-11,Comisión 8% junio — Calle 48 # 53-65 Apto 1104,28150505,347480,,Descuento de comisión e IVA
CI-202606-0043,2026-06-11,Comisión 8% junio — Calle 48 # 53-65 Apto 1104,415510,,292000,Comisión de administración
CI-202606-0043,2026-06-11,Comisión 8% junio — Calle 48 # 53-65 Apto 1104,240805,,55480,IVA 19 % sobre la comisión
CA-202606-0061,2026-06-11,Pago administración junio — Avenida 44 # 29-91 Apto 102,28150510,430000,,Cuota de administración
CA-202606-0061,2026-06-11,Pago administración junio — Avenida 44 # 29-91 Apto 102,111005,,430000,Transferencia a la copropiedad
CE-202606-0014,2026-06-12,Giro a propietario junio — Avenida 10 # 59-90 Local 7,28150505,7884950,,Giro a Luis Alberto
CE-202606-0014,2026-06-12,Giro a propietario junio — Avenida 10 # 59-90 Local 7,511580,31540,,GMF 4×1000
CE-202606-0014,2026-06-12,Giro a propietario junio — Avenida 10 # 59-90 Local 7,111005,,7916490,BANCO_CAJA_SOCIAL 23148712718
CE-202606-0016,2026-06-12,Giro a propietario junio — Calle 59 # 91-2 Apto 1404,28150505,1321500,,Giro a Marta Cecilia
CE-202606-0016,2026-06-12,Giro a propietario junio — Calle 59 # 91-2 Apto 1404,511580,5286,,GMF 4×1000
CE-202606-0016,2026-06-12,Giro a propietario junio — Calle 59 # 91-2 Apto 1404,111005,,1326786,BANCOLOMBIA 40777195918
CE-202606-0030,2026-06-12,Giro a propietario junio — Carrera 23 # 10-81 Apto 1603,28150505,4581200,,Giro a Mariana Pérez
CE-202606-0030,2026-06-12,Giro a propietario junio — Carrera 23 # 10-81 Apto 1603,511580,18325,,GMF 4×1000
CE-202606-0030,2026-06-12,Giro a propietario junio — Carrera 23 # 10-81 Apto 1603,111005,,4599525,BANCOLOMBIA 25607323142
CE-202606-0032,2026-06-12,Giro a propietario junio — Diagonal 6 # 64-85 Of. 1205,28150505,1850100,,Giro a Jaime Ramírez
CE-202606-0032,2026-06-12,Giro a propietario junio — Diagonal 6 # 64-85 Of. 1205,511580,7400,,GMF 4×1000
CE-202606-0032,2026-06-12,Giro a propietario junio — Diagonal 6 # 64-85 Of. 1205,111005,,1857500,DAVIPLATA 3120849801
CE-202606-0034,2026-06-12,Giro a propietario junio — Calle 23 # 70-72 Of. 401,28150505,2334650,,Giro a Iván Darío
CE-202606-0034,2026-06-12,Giro a propietario junio — Calle 23 # 70-72 Of. 401,511580,9339,,GMF 4×1000
CE-202606-0034,2026-06-12,Giro a propietario junio — Calle 23 # 70-72 Of. 401,111005,,2343989,ITAU 546764206488
CE-202606-0058,2026-06-12,Giro a propietario junio — Carrera 21 # 3-38 Local 18,28150505,6027075,,Giro a Inversiones Los
CE-202606-0058,2026-06-12,Giro a propietario junio — Carrera 21 # 3-38 Local 18,511580,24108,,GMF 4×1000
CE-202606-0058,2026-06-12,Giro a propietario junio — Carrera 21 # 3-38 Local 18,111005,,6051183,BBVA 253612949430
CE-202606-0070,2026-06-12,Giro a propietario junio — Calle 51 # 75-6,28150505,4140700,,Giro a Yolanda Cardona
CE-202606-0070,2026-06-12,Giro a propietario junio — Calle 51 # 75-6,511580,16563,,GMF 4×1000
CE-202606-0070,2026-06-12,Giro a propietario junio — Calle 51 # 75-6,111005,,4157263,BANCOLOMBIA 65188059711
CE-202606-0071,2026-06-12,Giro a propietario junio — Transversal 45 # 41-2 Apto 1503,28150505,2290600,,Giro a Patrimonio Familiar
CE-202606-0071,2026-06-12,Giro a propietario junio — Transversal 45 # 41-2 Apto 1503,511580,9162,,GMF 4×1000
CE-202606-0071,2026-06-12,Giro a propietario junio — Transversal 45 # 41-2 Apto 1503,111005,,2299762,NEQUI 6022082115
CE-202606-0083,2026-06-12,Energía eléctrica (EPM/Enel) junio,513530,347000,,
CE-202606-0083,2026-06-12,Energía eléctrica (EPM/Enel) junio,111005,,347000,
CE-202606-0043,2026-06-13,Giro a propietario junio — Calle 48 # 53-65 Apto 1104,28150505,3302520,,Giro a Álvaro Muñoz
CE-202606-0043,2026-06-13,Giro a propietario junio — Calle 48 # 53-65 Apto 1104,511580,13210,,GMF 4×1000
CE-202606-0043,2026-06-13,Giro a propietario junio — Calle 48 # 53-65 Apto 1104,111005,,3315730,NEQUI 3187121835
CA-202606-0011,2026-06-13,Pago administración junio — Avenida 10 # 59-90 Local 7,28150510,340000,,Cuota de administración
CA-202606-0011,2026-06-13,Pago administración junio — Avenida 10 # 59-90 Local 7,111005,,340000,Transferencia a la copropiedad
CA-202606-0013,2026-06-13,Pago administración junio — Calle 59 # 91-2 Apto 1404,28150510,260000,,Cuota de administración
CA-202606-0013,2026-06-13,Pago administración junio — Calle 59 # 91-2 Apto 1404,111005,,260000,Transferencia a la copropiedad
CA-202606-0025,2026-06-13,Pago administración junio — Carrera 23 # 10-81 Apto 1603,28150510,450000,,Cuota de administración
CA-202606-0025,2026-06-13,Pago administración junio — Carrera 23 # 10-81 Apto 1603,111005,,450000,Transferencia a la copropiedad
CA-202606-0026,2026-06-13,Pago administración junio — Diagonal 6 # 64-85 Of. 1205,28150510,500000,,Cuota de administración
CA-202606-0026,2026-06-13,Pago administración junio — Diagonal 6 # 64-85 Of. 1205,111005,,500000,Transferencia a la copropiedad
CA-202606-0027,2026-06-13,Pago administración junio — Calle 23 # 70-72 Of. 401,28150510,280000,,Cuota de administración
CA-202606-0027,2026-06-13,Pago administración junio — Calle 23 # 70-72 Of. 401,111005,,280000,Transferencia a la copropiedad
CA-202606-0047,2026-06-13,Pago administración junio — Carrera 21 # 3-38 Local 18,28150510,10000,,Cuota de administración
CA-202606-0047,2026-06-13,Pago administración junio — Carrera 21 # 3-38 Local 18,111005,,10000,Transferencia a la copropiedad
CA-202606-0058,2026-06-13,Pago administración junio — Transversal 45 # 41-2 Apto 1503,28150510,270000,,Cuota de administración
CA-202606-0058,2026-06-13,Pago administración junio — Transversal 45 # 41-2 Apto 1503,111005,,270000,Transferencia a la copropiedad
CA-202606-0034,2026-06-14,Pago administración junio — Calle 48 # 53-65 Apto 1104,28150510,270000,,Cuota de administración
CA-202606-0034,2026-06-14,Pago administración junio — Calle 48 # 53-65 Apto 1104,111005,,270000,Transferencia a la copropiedad
RC-202606-0003,2026-06-15,Recaudo canon junio — Calle 7 # 91-82 Of. 1301,111005,6240000,,Pago de Mauricio Castaño
RC-202606-0003,2026-06-15,Recaudo canon junio — Calle 7 # 91-82 Of. 1301,28150505,,6050000,Canon
RC-202606-0003,2026-06-15,Recaudo canon junio — Calle 7 # 91-82 Of. 1301,28150510,,190000,Cuota de administración
RC-202606-0015,2026-06-15,Recaudo canon junio — Carrera 55 # 24-3 Apto 202,111005,4010000,,Pago de Ana María
RC-202606-0015,2026-06-15,Recaudo canon junio — Carrera 55 # 24-3 Apto 202,28150505,,3550000,Canon
RC-202606-0015,2026-06-15,Recaudo canon junio — Carrera 55 # 24-3 Apto 202,28150510,,460000,Cuota de administración
RC-202606-0077,2026-06-15,Recaudo canon junio — Circular 84 # 82-74 Of. 504,111005,4850000,,Pago de Beatriz Elena
RC-202606-0077,2026-06-15,Recaudo canon junio — Circular 84 # 82-74 Of. 504,28150505,,4650000,Canon
RC-202606-0077,2026-06-15,Recaudo canon junio — Circular 84 # 82-74 Of. 504,28150510,,200000,Cuota de administración
RC-202606-0080,2026-06-15,Recaudo canon junio — Carrera 55 # 72-14 Apto 1101,111005,3150000,,Pago de Luisa Fernanda
RC-202606-0080,2026-06-15,Recaudo canon junio — Carrera 55 # 72-14 Apto 1101,28150505,,2700000,Canon
RC-202606-0080,2026-06-15,Recaudo canon junio — Carrera 55 # 72-14 Apto 1101,28150510,,450000,Cuota de administración
CI-202606-0003,2026-06-15,Comisión 8% junio — Calle 7 # 91-82 Of. 1301,28150505,575960,,Descuento de comisión e IVA
CI-202606-0003,2026-06-15,Comisión 8% junio — Calle 7 # 91-82 Of. 1301,415510,,484000,Comisión de administración
CI-202606-0003,2026-06-15,Comisión 8% junio — Calle 7 # 91-82 Of. 1301,240805,,91960,IVA 19 % sobre la comisión
CI-202606-0015,2026-06-15,Comisión 10% junio — Carrera 55 # 24-3 Apto 202,28150505,422450,,Descuento de comisión e IVA
CI-202606-0015,2026-06-15,Comisión 10% junio — Carrera 55 # 24-3 Apto 202,415510,,355000,Comisión de administración
CI-202606-0015,2026-06-15,Comisión 10% junio — Carrera 55 # 24-3 Apto 202,240805,,67450,IVA 19 % sobre la comisión
CI-202606-0077,2026-06-15,Comisión 8% junio — Circular 84 # 82-74 Of. 504,28150505,442680,,Descuento de comisión e IVA
CI-202606-0077,2026-06-15,Comisión 8% junio — Circular 84 # 82-74 Of. 504,415510,,372000,Comisión de administración
CI-202606-0077,2026-06-15,Comisión 8% junio — Circular 84 # 82-74 Of. 504,240805,,70680,IVA 19 % sobre la comisión
CI-202606-0080,2026-06-15,Comisión 9% junio — Carrera 55 # 72-14 Apto 1101,28150505,289170,,Descuento de comisión e IVA
CI-202606-0080,2026-06-15,Comisión 9% junio — Carrera 55 # 72-14 Apto 1101,415510,,243000,Comisión de administración
CI-202606-0080,2026-06-15,Comisión 9% junio — Carrera 55 # 72-14 Apto 1101,240805,,46170,IVA 19 % sobre la comisión
CE-202606-0088,2026-06-15,Reposición caja menor junio,110510,400000,,
CE-202606-0088,2026-06-15,Reposición caja menor junio,111005,,400000,
RC-202606-0037,2026-06-16,Recaudo canon junio — Calle 157 # 26-24 Apto 1101,111005,3130000,,Pago de Mauricio Toro
RC-202606-0037,2026-06-16,Recaudo canon junio — Calle 157 # 26-24 Apto 1101,28150505,,2800000,Canon
RC-202606-0037,2026-06-16,Recaudo canon junio — Calle 157 # 26-24 Apto 1101,28150510,,330000,Cuota de administración
CI-202606-0037,2026-06-16,Comisión 10% junio — Calle 157 # 26-24 Apto 1101,28150505,333200,,Descuento de comisión e IVA
CI-202606-0037,2026-06-16,Comisión 10% junio — Calle 157 # 26-24 Apto 1101,415510,,280000,Comisión de administración
CI-202606-0037,2026-06-16,Comisión 10% junio — Calle 157 # 26-24 Apto 1101,240805,,53200,IVA 19 % sobre la comisión
RC-202606-0004,2026-06-17,Recaudo canon junio — Carrera 44 # 94-6 Apto 1703,111005,4670000,,Pago de Alejandro Vargas
RC-202606-0004,2026-06-17,Recaudo canon junio — Carrera 44 # 94-6 Apto 1703,28150505,,4050000,Canon
RC-202606-0004,2026-06-17,Recaudo canon junio — Carrera 44 # 94-6 Apto 1703,28150510,,620000,Cuota de administración
RC-202606-0027,2026-06-17,Recaudo canon junio — Calle 63 # 66-38 Of. 503,111005,4550000,,Pago de Héctor Fabio
RC-202606-0027,2026-06-17,Recaudo canon junio — Calle 63 # 66-38 Of. 503,28150505,,4050000,Canon
RC-202606-0027,2026-06-17,Recaudo canon junio — Calle 63 # 66-38 Of. 503,28150510,,500000,Cuota de administración
CI-202606-0004,2026-06-17,Comisión 10% junio — Carrera 44 # 94-6 Apto 1703,28150505,481950,,Descuento de comisión e IVA
CI-202606-0004,2026-06-17,Comisión 10% junio — Carrera 44 # 94-6 Apto 1703,415510,,405000,Comisión de administración
CI-202606-0004,2026-06-17,Comisión 10% junio — Carrera 44 # 94-6 Apto 1703,240805,,76950,IVA 19 % sobre la comisión
CI-202606-0027,2026-06-17,Comisión 9% junio — Calle 63 # 66-38 Of. 503,28150505,433755,,Descuento de comisión e IVA
CI-202606-0027,2026-06-17,Comisión 9% junio — Calle 63 # 66-38 Of. 503,415510,,364500,Comisión de administración
CI-202606-0027,2026-06-17,Comisión 9% junio — Calle 63 # 66-38 Of. 503,240805,,69255,IVA 19 % sobre la comisión
CE-202606-0003,2026-06-17,Giro a propietario junio — Calle 7 # 91-82 Of. 1301,28150505,5474040,,Giro a Inversiones Los
CE-202606-0003,2026-06-17,Giro a propietario junio — Calle 7 # 91-82 Of. 1301,511580,21896,,GMF 4×1000
CE-202606-0003,2026-06-17,Giro a propietario junio — Calle 7 # 91-82 Of. 1301,111005,,5495936,BBVA 253612949430
CE-202606-0015,2026-06-17,Giro a propietario junio — Carrera 55 # 24-3 Apto 202,28150505,3127550,,Giro a Carolina García
CE-202606-0015,2026-06-17,Giro a propietario junio — Carrera 55 # 24-3 Apto 202,511580,12510,,GMF 4×1000
CE-202606-0015,2026-06-17,Giro a propietario junio — Carrera 55 # 24-3 Apto 202,111005,,3140060,BANCOLOMBIA 91277847676
CE-202606-0077,2026-06-17,Giro a propietario junio — Circular 84 # 82-74 Of. 504,28150505,4207320,,Giro a Leonardo Cardona
CE-202606-0077,2026-06-17,Giro a propietario junio — Circular 84 # 82-74 Of. 504,511580,16829,,GMF 4×1000
CE-202606-0077,2026-06-17,Giro a propietario junio — Circular 84 # 82-74 Of. 504,111005,,4224149,DAVIVIENDA 156591521232
CE-202606-0080,2026-06-17,Giro a propietario junio — Carrera 55 # 72-14 Apto 1101,28150505,2410830,,Giro a Nicolás Rojas
CE-202606-0080,2026-06-17,Giro a propietario junio — Carrera 55 # 72-14 Apto 1101,511580,9643,,GMF 4×1000
CE-202606-0080,2026-06-17,Giro a propietario junio — Carrera 55 # 72-14 Apto 1101,111005,,2420473,BANCOLOMBIA 75549987822
CE-202606-0037,2026-06-18,Giro a propietario junio — Calle 157 # 26-24 Apto 1101,28150505,2466800,,Giro a Felipe Ospina
CE-202606-0037,2026-06-18,Giro a propietario junio — Calle 157 # 26-24 Apto 1101,511580,9867,,GMF 4×1000
CE-202606-0037,2026-06-18,Giro a propietario junio — Calle 157 # 26-24 Apto 1101,111005,,2476667,DAVIVIENDA 490654387374
CE-202606-0085,2026-06-18,Papelería y fotocopias junio,519530,193000,,
CE-202606-0085,2026-06-18,Papelería y fotocopias junio,111005,,193000,
CA-202606-0003,2026-06-18,Pago administración junio — Calle 7 # 91-82 Of. 1301,28150510,190000,,Cuota de administración
CA-202606-0003,2026-06-18,Pago administración junio — Calle 7 # 91-82 Of. 1301,111005,,190000,Transferencia a la copropiedad
CA-202606-0012,2026-06-18,Pago administración junio — Carrera 55 # 24-3 Apto 202,28150510,460000,,Cuota de administración
CA-202606-0012,2026-06-18,Pago administración junio — Carrera 55 # 24-3 Apto 202,111005,,460000,Transferencia a la copropiedad
CA-202606-0064,2026-06-18,Pago administración junio — Circular 84 # 82-74 Of. 504,28150510,200000,,Cuota de administración
CA-202606-0064,2026-06-18,Pago administración junio — Circular 84 # 82-74 Of. 504,111005,,200000,Transferencia a la copropiedad
CA-202606-0066,2026-06-18,Pago administración junio — Carrera 55 # 72-14 Apto 1101,28150510,450000,,Cuota de administración
CA-202606-0066,2026-06-18,Pago administración junio — Carrera 55 # 72-14 Apto 1101,111005,,450000,Transferencia a la copropiedad
CE-202606-0004,2026-06-19,Giro a propietario junio — Carrera 44 # 94-6 Apto 1703,28150505,3568050,,Giro a Gloria Inés
CE-202606-0004,2026-06-19,Giro a propietario junio — Carrera 44 # 94-6 Apto 1703,511580,14272,,GMF 4×1000
CE-202606-0004,2026-06-19,Giro a propietario junio — Carrera 44 # 94-6 Apto 1703,111005,,3582322,BANCOLOMBIA 40731493335
CE-202606-0027,2026-06-19,Giro a propietario junio — Calle 63 # 66-38 Of. 503,28150505,3616245,,Giro a Felipe Ospina
CE-202606-0027,2026-06-19,Giro a propietario junio — Calle 63 # 66-38 Of. 503,511580,14465,,GMF 4×1000
CE-202606-0027,2026-06-19,Giro a propietario junio — Calle 63 # 66-38 Of. 503,111005,,3630710,DAVIVIENDA 490654387374
CA-202606-0030,2026-06-19,Pago administración junio — Calle 157 # 26-24 Apto 1101,28150510,330000,,Cuota de administración
CA-202606-0030,2026-06-19,Pago administración junio — Calle 157 # 26-24 Apto 1101,111005,,330000,Transferencia a la copropiedad
CA-202606-0004,2026-06-20,Pago administración junio — Carrera 44 # 94-6 Apto 1703,28150510,620000,,Cuota de administración
CA-202606-0004,2026-06-20,Pago administración junio — Carrera 44 # 94-6 Apto 1703,111005,,620000,Transferencia a la copropiedad
CA-202606-0022,2026-06-20,Pago administración junio — Calle 63 # 66-38 Of. 503,28150510,500000,,Cuota de administración
CA-202606-0022,2026-06-20,Pago administración junio — Calle 63 # 66-38 Of. 503,111005,,500000,Transferencia a la copropiedad
CE-202606-0086,2026-06-27,Cuota de manejo y transferencias junio,530505,140000,,
CE-202606-0086,2026-06-27,Cuota de manejo y transferencias junio,111005,,140000,
CE-202606-0081,2026-06-28,Nómina del mes junio,510506,11340000,,
CE-202606-0081,2026-06-28,Nómina del mes junio,111005,,11340000,
RC-202607-0018,2026-07-01,Recaudo canon julio — Carrera 53 # 18-70 Apto 802,111005,1620000,,Pago de Carlos Andrés
RC-202607-0018,2026-07-01,Recaudo canon julio — Carrera 53 # 18-70 Apto 802,28150505,,1400000,Canon
RC-202607-0018,2026-07-01,Recaudo canon julio — Carrera 53 # 18-70 Apto 802,28150510,,220000,Cuota de administración
RC-202607-0019,2026-07-01,Recaudo canon julio — Transversal 43 # 30-93 Local 6,111005,7290000,,Pago de Camilo Londoño
RC-202607-0019,2026-07-01,Recaudo canon julio — Transversal 43 # 30-93 Local 6,28150505,,7100000,Canon
RC-202607-0019,2026-07-01,Recaudo canon julio — Transversal 43 # 30-93 Local 6,28150510,,190000,Cuota de administración
RC-202607-0028,2026-07-01,Recaudo canon julio — Carrera 136 # 7-36 Casa 17,111005,5050000,,Pago de Nataly Rojas
RC-202607-0028,2026-07-01,Recaudo canon julio — Carrera 136 # 7-36 Casa 17,28150505,,5050000,Canon
RC-202607-0030,2026-07-01,Recaudo canon julio — Carrera 17 # 83-96 Apto 1502,111005,1790000,,Pago de Mateo Pérez
RC-202607-0030,2026-07-01,Recaudo canon julio — Carrera 17 # 83-96 Apto 1502,28150505,,1550000,Canon
